time,Fx,Fy,Fz,Tx,Ty,Tz
1755283891.99551,-0.11099999999999999,-0.37599999999999945,0.5099999999999998,-0.02200000000000002,-0.013000000000000012,0.011
1755283891.9991589,0.32899999999999996,-0.19599999999999973,-0.3500000000000001,0.009999999999999981,-0.01100000000000001,0.011
1755283892.002659,0.22899999999999987,0.3439999999999994,-0.29000000000000004,0.011999999999999983,-0.016000000000000014,0.007999999999999998
1755283892.006301,0.5089999999999999,-0.23600000000000065,0.29000000000000004,0.0040000000000000036,-0.007000000000000006,-0.010000000000000002
1755283892.0093708,-0.2310000000000001,0.2240000000000002,-0.6699999999999999,-0.006000000000000005,-0.015000000000000013,0.0
1755283892.012082,0.5489999999999999,-0.07600000000000051,0.48999999999999977,-0.0050000000000000044,-0.017000000000000015,0.0019999999999999983
1755283892.0142984,-0.591,-0.11599999999999966,0.20999999999999996,-0.016000000000000014,0.027000000000000024,0.007999999999999998
1755283892.0169017,0.04899999999999993,-0.03599999999999959,-0.11000000000000032,-0.0020000000000000018,0.006000000000000005,0.019999999999999997
1755283892.0191066,0.2689999999999999,-0.4559999999999995,0.48999999999999977,-0.007000000000000006,-0.026000000000000023,0.0
1755283892.026312,-0.391,0.4640000000000004,-0.010000000000000231,-0.017000000000000015,0.01100000000000001,0.009999999999999998
1755283892.027739,0.4089999999999999,-0.5960000000000001,0.08999999999999986,0.02099999999999999,-0.02300000000000002,0.0
1755283892.0291235,-0.3310000000000002,0.38400000000000034,-0.4299999999999997,0.0050000000000000044,-0.02100000000000002,0.0019999999999999983
1755283892.030715,0.4889999999999999,0.38400000000000034,0.08999999999999986,0.016999999999999987,-0.01100000000000001,-0.0010000000000000009
1755283892.0322306,-0.21100000000000008,0.02400000000000091,-0.33000000000000007,-0.019000000000000017,0.0020000000000000018,0.006999999999999999
1755283892.0336583,0.2489999999999999,0.18399999999999928,0.1499999999999999,-0.018000000000000016,-0.0030000000000000027,-0.009000000000000001
1755283892.035104,-0.651,0.5440000000000005,0.22999999999999998,0.0,0.025000000000000022,0.005999999999999998
1755283892.0422807,-0.17100000000000004,-0.9160000000000004,0.1499999999999999,-0.03900000000000001,-0.010000000000000009,0.009999999999999998
1755283892.0433176,-0.051000000000000156,-0.5359999999999996,0.29000000000000004,0.00799999999999998,0.014000000000000012,-0.015000000000000003
1755283892.044252,-0.591,0.1639999999999997,0.4099999999999997,-0.0030000000000000027,0.010000000000000009,-0.005000000000000001
1755283892.058366,-0.9909999999999999,0.02400000000000091,0.16999999999999993,0.00799999999999998,0.017000000000000015,0.0
1755283892.060735,0.22899999999999987,-0.895999999999999,-0.4900000000000002,-0.018000000000000016,-0.0030000000000000027,0.009
1755283892.0634396,0.3689999999999999,-0.11599999999999966,-0.1299999999999999,0.009999999999999981,-0.019000000000000017,0.003999999999999998
1755283892.0743206,-0.31100000000000017,0.5440000000000005,-0.3500000000000001,-0.009000000000000008,0.01200000000000001,0.005999999999999998
1755283892.0757935,-0.27100000000000013,0.44400000000000084,0.81,0.0010000000000000009,0.025000000000000022,0.019999999999999997
1755283892.0772502,0.2689999999999999,-0.2159999999999993,0.16999999999999993,-0.0010000000000000009,-0.015000000000000013,-0.010000000000000002
1755283892.120643,-0.03100000000000014,-0.13599999999999923,-0.03000000000000025,-0.009000000000000008,0.016000000000000014,0.011
1755283892.124653,0.2889999999999999,-0.516,0.5899999999999999,-0.025999999999999995,-0.0010000000000000009,0.009
1755283892.128277,-0.4910000000000001,-0.6560000000000006,-0.050000000000000266,-0.026999999999999996,0.008000000000000007,-0.009000000000000001
1755283892.1318781,-0.29100000000000015,-0.11599999999999966,0.33000000000000007,-0.016000000000000014,0.02200000000000002,-0.0010000000000000009
1755283892.1354573,-0.03100000000000014,-0.11599999999999966,-0.010000000000000231,0.0040000000000000036,-0.027000000000000024,0.004999999999999999
1755283892.1391065,0.04899999999999993,0.5640000000000001,0.48999999999999977,0.0,-0.0010000000000000009,-0.008
1755283892.142159,0.6289999999999999,1.3239999999999998,0.06999999999999984,0.028999999999999998,-0.02300000000000002,0.003999999999999998
1755283892.144819,-0.2310000000000001,-0.07600000000000051,-0.8700000000000001,-0.014000000000000012,-0.016000000000000014,0.009999999999999998
1755283892.147152,-0.07100000000000017,0.30400000000000027,0.8500000000000001,0.016999999999999987,0.040000000000000036,-0.0030000000000000027
1755283892.151573,0.349,0.2240000000000002,-0.22999999999999998,0.0010000000000000009,-0.02200000000000002,0.007999999999999998
1755283892.1537087,-0.03100000000000014,0.0039999999999995595,0.8500000000000001,0.015999999999999986,0.01200000000000001,-0.009000000000000001
1755283892.1556058,-0.671,0.12400000000000055,-0.3500000000000001,-0.0040000000000000036,0.025000000000000022,0.015
1755283892.1572337,-0.4910000000000001,-0.13599999999999923,0.9099999999999997,-0.0010000000000000009,0.020000000000000018,0.0019999999999999983
1755283892.158725,-0.21100000000000008,-0.7759999999999998,0.3700000000000001,-0.03,-0.016000000000000014,0.016999999999999998
1755283892.1599407,0.3889999999999999,0.06400000000000006,-0.8700000000000001,0.0069999999999999785,-0.027000000000000024,0.003999999999999998
1755283892.1610184,0.4889999999999999,-0.6159999999999997,-0.31000000000000005,0.00899999999999998,-0.025000000000000022,0.009
1755283892.1673467,-0.03100000000000014,0.10400000000000098,-0.5700000000000003,0.016999999999999987,-0.006000000000000005,-0.008
1755283892.1685266,0.3689999999999999,-0.09600000000000009,-0.3899999999999997,0.012999999999999984,-0.041999999999999926,-0.010000000000000002
1755283892.1698027,0.44899999999999995,-0.016000000000000014,-0.46999999999999975,-0.0030000000000000027,-0.03299999999999992,-0.005000000000000001
1755283892.183525,-0.2310000000000001,-0.11599999999999966,0.1499999999999999,0.0040000000000000036,0.02400000000000002,0.0009999999999999974
1755283892.186226,0.30899999999999994,0.32399999999999984,-0.5899999999999999,-0.01100000000000001,-0.03399999999999992,0.003999999999999998
1755283892.1896563,0.10899999999999999,-0.3360000000000003,0.46999999999999975,0.0069999999999999785,-0.0010000000000000009,-0.004
1755283892.1994834,-0.09099999999999997,0.4039999999999999,-0.3899999999999997,0.0020000000000000018,0.0,0.005999999999999998
1755283892.2018697,0.18899999999999983,-0.03599999999999959,0.73,0.0040000000000000036,-0.0020000000000000018,0.009999999999999998
1755283892.2039137,-0.591,-0.2560000000000002,0.5299999999999998,-0.020000000000000018,0.030000000000000027,0.002999999999999999
1755283892.2457333,0.709,0.604000000000001,-0.6100000000000003,0.017999999999999988,-0.008000000000000007,-0.0020000000000000018
1755283892.250168,-0.11099999999999999,0.1639999999999997,-0.22999999999999998,0.011999999999999983,0.0,-0.011000000000000003
1755283892.253914,0.18899999999999983,0.12400000000000055,-0.4900000000000002,-0.01200000000000001,0.0010000000000000009,0.009
1755283892.257552,0.589,-0.07600000000000051,-0.4900000000000002,0.011999999999999983,-0.039999999999999925,0.002999999999999999
1755283892.2612903,-0.7710000000000001,-0.11599999999999966,-0.31000000000000005,-0.01200000000000001,0.03200000000000003,0.009999999999999998
1755283892.267065,-0.03100000000000014,-0.2159999999999993,0.16999999999999993,-0.0030000000000000027,0.0030000000000000027,0.0019999999999999983
1755283892.2712061,-0.45100000000000007,-0.35599999999999987,0.5699999999999998,-0.017000000000000015,0.009000000000000008,0.0
1755283892.2747276,-0.7310000000000001,-0.13599999999999923,0.16999999999999993,-0.014000000000000012,0.02100000000000002,0.009
1755283892.2781193,-0.4710000000000001,-0.395999999999999,-0.03000000000000025,-0.008000000000000007,0.02100000000000002,0.007999999999999998
1755283892.2813714,-0.631,0.20400000000000063,-0.050000000000000266,-0.014000000000000012,0.029000000000000026,-0.005000000000000001
1755283892.2836092,-0.5310000000000001,-0.23600000000000065,0.06999999999999984,0.009999999999999981,0.020000000000000018,-0.005000000000000001
1755283892.2852552,0.2689999999999999,-0.35599999999999987,-0.8500000000000005,-0.01100000000000001,-0.04899999999999993,0.003999999999999998
1755283892.2868302,0.349,-0.09600000000000009,-0.9299999999999997,0.0069999999999999785,-0.017000000000000015,0.0019999999999999983
1755283892.2882555,-0.3310000000000002,-0.05599999999999916,-0.9699999999999998,-0.013000000000000012,0.0030000000000000027,-0.0030000000000000027
1755283892.289531,0.04899999999999993,-0.13599999999999923,0.029999999999999805,0.00899999999999998,0.006000000000000005,-0.0010000000000000009
1755283892.2906594,-0.29100000000000015,0.4039999999999999,0.46999999999999975,0.0050000000000000044,0.02200000000000002,-0.010000000000000002
1755283892.2923062,-0.31100000000000017,-0.17600000000000016,0.029999999999999805,-0.015000000000000013,0.0040000000000000036,0.009
1755283892.2933002,-0.131,-0.41600000000000037,-0.1299999999999999,-0.0030000000000000027,-0.0020000000000000018,0.006999999999999999
1755283892.2941315,-0.17100000000000004,0.20400000000000063,0.08999999999999986,0.0010000000000000009,-0.0030000000000000027,0.004999999999999999
1755283892.3085177,-0.631,-0.23600000000000065,0.18999999999999995,-0.013000000000000012,0.020000000000000018,0.013999999999999999
1755283892.3115916,0.10899999999999999,0.6440000000000001,-0.6699999999999999,0.0040000000000000036,-0.01200000000000001,0.007999999999999998
1755283892.3148968,-0.01100000000000012,-0.2159999999999993,-0.5099999999999998,0.00899999999999998,0.0040000000000000036,-0.023000000000000003
1755283892.3245387,0.30899999999999994,0.02400000000000091,-0.6699999999999999,0.006000000000000005,-0.026000000000000023,0.0009999999999999974
1755283892.3282359,0.20899999999999985,0.0039999999999995595,-0.03000000000000025,-0.0010000000000000009,0.014000000000000012,-0.0010000000000000009
1755283892.331927,0.04899999999999993,1.0039999999999996,-0.0900000000000003,0.023999999999999994,-0.0030000000000000027,0.011999999999999999
1755283892.3707757,0.20899999999999985,-0.2159999999999993,-0.8700000000000001,-0.015000000000000013,-0.008000000000000007,0.0019999999999999983
1755283892.3762574,-0.131,-0.5960000000000001,-0.07000000000000028,-0.010000000000000009,0.031000000000000028,-0.005000000000000001
1755283892.3799863,0.18899999999999983,-0.07600000000000051,-0.6100000000000003,-0.009000000000000008,-0.038999999999999924,0.012999999999999998
1755283892.3835053,-0.3310000000000002,-0.35599999999999987,0.73,-0.02200000000000002,0.030000000000000027,0.011
1755283892.3873677,0.08899999999999997,0.4039999999999999,-0.1499999999999999,-0.007000000000000006,0.0020000000000000018,0.004999999999999999
1755283892.3914154,-0.051000000000000156,-0.41600000000000037,-0.1299999999999999,-0.008000000000000007,-0.006000000000000005,0.009999999999999998
1755283892.3952904,0.3889999999999999,-0.19599999999999973,-0.41000000000000014,-0.013000000000000012,-0.025000000000000022,0.016
1755283892.3992996,0.5489999999999999,0.7840000000000007,-0.5700000000000003,0.010999999999999982,-0.01100000000000001,-0.014000000000000002
1755283892.4033484,0.04899999999999993,0.4239999999999995,-0.33000000000000007,0.013999999999999985,0.01200000000000001,-0.0010000000000000009
1755283892.4078653,0.349,0.26399999999999935,-0.11000000000000032,0.00799999999999998,0.0040000000000000036,-0.008
1755283892.413281,0.3889999999999999,-0.11599999999999966,0.5699999999999998,0.0030000000000000027,-0.013000000000000012,-0.006000000000000002
1755283892.4167457,-0.31100000000000017,0.02400000000000091,0.6499999999999999,-0.013000000000000012,0.013000000000000012,0.009
1755283892.4199772,-0.01100000000000012,-0.7360000000000007,0.48999999999999977,-0.032,0.0040000000000000036,0.009999999999999998
1755283892.422531,0.3889999999999999,0.06400000000000006,0.029999999999999805,-0.010000000000000009,-0.02400000000000002,-0.008
1755283892.42435,0.04899999999999993,0.06400000000000006,-0.8300000000000001,0.00899999999999998,-0.010000000000000009,0.009
1755283892.4257355,0.589,0.32399999999999984,-0.4500000000000002,-0.0030000000000000027,-0.02100000000000002,0.019
1755283892.4269354,0.4889999999999999,-0.016000000000000014,-0.31000000000000005,0.006000000000000005,-0.041999999999999926,0.002999999999999999
1755283892.428117,0.06899999999999995,0.18399999999999928,-0.8100000000000005,0.00899999999999998,-0.009000000000000008,0.006999999999999999
1755283892.4291484,0.3889999999999999,-0.13599999999999923,-0.3899999999999997,0.0030000000000000027,-0.029999999999999916,-0.0010000000000000009
1755283892.4334471,-0.4910000000000001,0.02400000000000091,-0.11000000000000032,-0.0050000000000000044,0.03400000000000003,0.003999999999999998
1755283892.4350095,0.2889999999999999,0.5039999999999996,0.08999999999999986,0.0040000000000000036,0.0,0.011999999999999999
1755283892.4361782,0.06899999999999995,-0.3160000000000007,0.81,0.009999999999999981,-0.0040000000000000036,-0.016000000000000004
1755283892.449549,-0.01100000000000012,-0.395999999999999,0.25,-0.008000000000000007,0.020000000000000018,0.015
1755283892.4523888,-0.45100000000000007,0.06400000000000006,1.0899999999999999,0.015999999999999986,0.016000000000000014,0.004999999999999999
1755283892.454756,0.2489999999999999,0.14400000000000013,0.44999999999999973,0.0040000000000000036,-0.01100000000000001,-0.005000000000000001
1755283892.495865,-0.351,-0.23600000000000065,-0.07000000000000028,-0.010000000000000009,0.019000000000000017,0.002999999999999999
1755283892.5005362,0.569,-0.19599999999999973,0.06999999999999984,0.0010000000000000009,-0.02300000000000002,0.0
1755283892.5048616,-0.11099999999999999,0.0039999999999995595,-0.75,-0.01200000000000001,0.0,-0.008
1755283892.5090458,-0.351,0.06400000000000006,-0.6900000000000004,0.028999999999999998,0.016000000000000014,-0.0030000000000000027
1755283892.5128949,0.6489999999999999,0.4039999999999999,-0.31000000000000005,0.0020000000000000018,-0.020000000000000018,-0.008
1755283892.5181527,-0.7710000000000001,0.5240000000000009,-0.27,0.015999999999999986,0.02100000000000002,-0.017000000000000005
1755283892.5217717,0.06899999999999995,-0.3160000000000007,0.6299999999999999,-0.02300000000000002,0.008000000000000007,-0.005000000000000001
1755283892.525194,-0.631,-0.07600000000000051,0.33000000000000007,0.0020000000000000018,0.017000000000000015,0.004999999999999999
1755283892.5284357,0.16899999999999982,-0.15600000000000058,0.10999999999999988,-0.006000000000000005,0.01100000000000001,-0.004
1755283892.5313935,0.22899999999999987,0.2840000000000007,-0.6100000000000003,-0.0030000000000000027,-0.04499999999999993,-0.015000000000000003
1755283892.5339022,-0.3310000000000002,-0.13599999999999923,0.3700000000000001,0.012999999999999984,0.0020000000000000018,0.012999999999999998
1755283892.5362334,-0.01100000000000012,0.7040000000000006,-0.7300000000000004,0.006000000000000005,-0.008000000000000007,0.003999999999999998
1755283892.5380013,0.4089999999999999,-0.2159999999999993,-0.20999999999999996,0.0069999999999999785,-0.020000000000000018,0.003999999999999998
1755283892.5393548,-0.43100000000000005,-0.15600000000000058,-0.5099999999999998,-0.006000000000000005,0.0020000000000000018,-0.008
1755283892.540484,0.9889999999999999,-0.05599999999999916,-0.5099999999999998,-0.018000000000000016,-0.041999999999999926,0.024999999999999998
1755283892.5415342,-0.15100000000000002,-0.11599999999999966,0.08999999999999986,0.0030000000000000027,0.006000000000000005,-0.018
1755283892.542485,0.04899999999999993,-0.15600000000000058,-0.29000000000000004,-0.018000000000000016,0.0040000000000000036,-0.007000000000000003
1755283892.5433505,0.2689999999999999,-0.09600000000000009,1.1099999999999999,0.0010000000000000009,-0.0020000000000000018,-0.0020000000000000018
1755283892.544111,-0.7110000000000001,-0.35599999999999987,0.4299999999999997,-0.015000000000000013,0.039000000000000035,-0.008
1755283892.5586445,-0.371,-0.15600000000000058,0.1299999999999999,-0.008000000000000007,0.0040000000000000036,-0.021
1755283892.5617704,0.06899999999999995,0.08399999999999963,-0.3500000000000001,0.024999999999999994,-0.028999999999999915,0.011999999999999999
1755283892.5644069,-0.051000000000000156,-0.516,-0.3899999999999997,0.0069999999999999785,0.01200000000000001,0.003999999999999998
1755283892.57467,-0.11099999999999999,-0.7159999999999993,-0.22999999999999998,-0.015000000000000013,0.0040000000000000036,-0.0010000000000000009
1755283892.5776606,0.2689999999999999,0.08399999999999963,0.29000000000000004,0.0,-0.0040000000000000036,-0.016000000000000004
1755283892.5804799,0.6489999999999999,-0.35599999999999987,0.16999999999999993,0.0,0.006000000000000005,0.005999999999999998
1755283892.6207514,0.9489999999999998,-0.516,-0.3899999999999997,-0.03,-0.04399999999999993,0.009
1755283892.6251893,-0.371,-0.2959999999999994,-0.33000000000000007,-0.013000000000000012,-0.010000000000000009,-0.006000000000000002
1755283892.62895,-0.5110000000000001,-0.395999999999999,0.71,-0.025000000000000022,0.02200000000000002,-0.0020000000000000018
1755283892.6323738,-0.19100000000000006,0.20400000000000063,0.27,-0.01200000000000001,-0.01200000000000001,-0.004
1755283892.6355696,-0.2510000000000001,-0.05599999999999916,0.3700000000000001,-0.016000000000000014,0.018000000000000016,0.019
1755283892.638456,0.129,0.26399999999999935,-0.33000000000000007,0.016999999999999987,0.0010000000000000009,-0.004
1755283892.6412315,0.829,-0.13599999999999923,-0.1499999999999999,0.011999999999999983,-0.030999999999999917,-0.004
1755283892.6432023,0.8889999999999999,0.6839999999999993,-0.41000000000000014,0.025999999999999995,-0.019000000000000017,-0.0030000000000000027
1755283892.644421,-0.19100000000000006,0.02400000000000091,-0.4299999999999997,0.025999999999999995,0.0,-0.016000000000000004
1755283892.651659,0.589,0.02400000000000091,-0.27,-0.0030000000000000027,-0.008000000000000007,0.016999999999999998
1755283892.655822,-0.371,-0.2959999999999994,0.4099999999999997,-0.007000000000000006,0.039000000000000035,-0.008
1755283892.658442,-0.9110000000000003,0.3439999999999994,0.25,-0.010000000000000009,0.008000000000000007,-0.010000000000000002
1755283892.6602037,0.2689999999999999,-0.37599999999999945,0.44999999999999973,-0.017000000000000015,0.0,0.003999999999999998
1755283892.66158,0.5289999999999999,0.02400000000000091,0.009999999999999787,-0.008000000000000007,-0.016000000000000014,0.0
1755283892.6630828,0.3689999999999999,-0.13599999999999923,-0.27,-0.0050000000000000044,0.0,-0.009000000000000001
1755283892.6640117,0.2489999999999999,0.36400000000000077,-0.11000000000000032,0.0040000000000000036,0.0010000000000000009,0.003999999999999998
1755283892.6673856,0.30899999999999994,-0.11599999999999966,-0.16999999999999993,-0.010000000000000009,-0.013000000000000012,0.015
1755283892.6681406,0.349,-0.15600000000000058,-0.5300000000000002,0.0069999999999999785,-0.02300000000000002,0.012999999999999998
1755283892.6688647,0.008999999999999897,0.30400000000000027,-0.0900000000000003,0.00899999999999998,-0.0030000000000000027,0.007999999999999998
1755283892.6834898,0.08899999999999997,0.484,-0.07000000000000028,0.011999999999999983,0.0050000000000000044,-0.0020000000000000018
1755283892.6848974,-1.671,0.02400000000000091,0.31000000000000005,-0.010000000000000009,0.05300000000000005,-0.023000000000000003
1755283892.6857376,-0.131,-0.5559999999999992,0.04999999999999982,-0.0030000000000000027,-0.03399999999999992,0.0
1755283892.6994722,-0.09099999999999997,-0.8360000000000003,-0.1299999999999999,-0.017000000000000015,0.0010000000000000009,0.011
1755283892.7010036,-0.29100000000000015,0.06400000000000006,-0.25,-0.020000000000000018,0.02200000000000002,-0.004
1755283892.7023876,0.6089999999999999,0.38400000000000034,0.16999999999999993,0.0,-0.02300000000000002,-0.009000000000000001
1755283892.7459066,-0.41100000000000003,0.5039999999999996,-0.6699999999999999,0.00899999999999998,0.006000000000000005,-0.004
1755283892.7504911,0.5089999999999999,-0.19599999999999973,-0.5499999999999998,0.0030000000000000027,0.006000000000000005,-0.005000000000000001
1755283892.75463,0.589,0.44400000000000084,0.18999999999999995,0.006000000000000005,-0.020000000000000018,0.0009999999999999974
1755283892.7587304,-0.11099999999999999,0.8239999999999998,0.20999999999999996,0.025999999999999995,0.006000000000000005,-0.015000000000000003
1755283892.7628882,0.129,0.30400000000000027,0.22999999999999998,-0.015000000000000013,-0.009000000000000008,0.011
1755283892.7664964,-0.27100000000000013,-0.2159999999999993,-0.5899999999999999,-0.014000000000000012,0.006000000000000005,0.005999999999999998
1755283892.7700024,0.42899999999999994,-0.2759999999999998,-0.4500000000000002,-0.013000000000000012,-0.0050000000000000044,-0.006000000000000002
1755283892.773659,0.2689999999999999,-0.395999999999999,-0.010000000000000231,-0.026999999999999996,-0.013000000000000012,-0.0030000000000000027
1755283892.776175,-0.391,0.12400000000000055,0.3700000000000001,-0.013000000000000012,0.03300000000000003,-0.0030000000000000027
1755283892.7781978,0.04899999999999993,0.5240000000000009,0.10999999999999988,-0.008000000000000007,-0.0030000000000000027,-0.007000000000000003
1755283892.7800982,-0.2310000000000001,-0.07600000000000051,-0.3899999999999997,0.006000000000000005,-0.007000000000000006,-0.0030000000000000027
1755283892.7815094,0.08899999999999997,0.14400000000000013,-0.8700000000000001,0.006000000000000005,-0.017000000000000015,0.009
1755283892.7826731,0.7489999999999999,0.9239999999999995,-0.11000000000000032,0.02099999999999999,-0.017000000000000015,0.0019999999999999983
1755283892.7837484,0.028999999999999915,0.0039999999999995595,-0.8500000000000005,0.0030000000000000027,-0.028000000000000025,0.003999999999999998
1755283892.7847145,0.44899999999999995,0.2840000000000007,-0.29000000000000004,0.00799999999999998,0.0010000000000000009,0.007999999999999998
1755283892.7855554,-0.351,-0.2560000000000002,-0.010000000000000231,-0.009000000000000008,-0.02200000000000002,-0.028
1755283892.7924926,-0.03100000000000014,-1.0559999999999992,0.009999999999999787,-0.018000000000000016,0.0040000000000000036,0.004999999999999999
1755283892.7939734,0.569,-0.4759999999999991,-0.20999999999999996,-0.008000000000000007,-0.0020000000000000018,0.011999999999999999
1755283892.795279,-0.5510000000000002,0.5839999999999996,0.04999999999999982,-0.014000000000000012,0.0020000000000000018,0.0009999999999999974
1755283892.8087506,0.06899999999999995,-0.2159999999999993,1.0699999999999998,-0.006000000000000005,0.025000000000000022,-0.005000000000000001
1755283892.812361,0.589,-0.37599999999999945,0.06999999999999984,-0.02100000000000002,-0.008000000000000007,0.0019999999999999983
1755283892.8166406,0.129,0.5440000000000005,-0.71,0.028999999999999998,-0.025000000000000022,-0.009000000000000001
1755283892.8247588,-0.31100000000000017,-0.016000000000000014,0.10999999999999988,0.013999999999999985,0.030000000000000027,-0.013000000000000001
1755283892.82818,0.589,-0.05599999999999916,-0.9699999999999998,0.006000000000000005,-0.041999999999999926,0.006999999999999999
1755283892.830924,0.8889999999999999,0.2840000000000007,-0.4900000000000002,0.01999999999999999,-0.038999999999999924,0.0009999999999999974
1755283892.8709197,-0.21100000000000008,0.04400000000000048,0.29000000000000004,-0.0040000000000000036,0.020000000000000018,0.002999999999999999
